title,url,date,authors,content,sentiment
27-inch iMac gets a major update - Apple,https://www.apple.com/newsroom/2020/08/27-inch-imac-gets-a-major-update/,"Tue, 04 Aug 2020 07:00:00 GMT",[],"Up to 10-Core Processors and More Memory CapacityWhether composing a new song with hundreds of tracks, compiling thousands of lines of code, or processing large photos with machine learning, the 27-inch iMac, with the latest 6- and 8-core 10th-generation Intel processors, has pro-level performance for a wide range of needs. For pros who need to push iMac even further, the 27-inch iMac has a 10-core processor option for the first time, with Turbo Boost speeds reaching 5.0GHz for up to 65 percent faster CPU performance. And when working with memory-intensive applications, iMac features double the memory capacity for up to 128GB.When compared to the previous-generation 8-core 27-inch iMac, the new iMac delivers:1",1
Apple One makes enjoying Apple subscription services easier than ever - Apple,https://www.apple.com/newsroom/2020/09/apple-one-makes-enjoying-apple-subscription-services-easier-than-ever/,"Tue, 15 Sep 2020 07:00:00 GMT",[],"Starting this fall, customers with Apple subscriptions will be recommended the right Apple One plan for them so they can sign up with a tap from any Apple device and get even more for less.Individual includes Apple Music, Apple TV+, Apple Arcade, and 50GB of iCloud storage for $14.95 per month.includes Apple Music, Apple TV+, Apple Arcade, and 50GB of iCloud storage for $14.95 per month. Family includes Apple Music, Apple TV+, Apple Arcade, and 200GB of iCloud storage for $19.95 per month, and can be shared among up to six family members.includes Apple Music, Apple TV+, Apple Arcade, and 200GB of iCloud storage for $19.95 per month, and can be shared among up to six family members. Premier, where available, includes Apple Music, Apple TV+, Apple Arcade, Apple News+, Apple Fitness+, and 2TB of iCloud storage for $29.95 per month, and can be shared among up to six family members.Apple One includes a 30-day free trial for any services that customers do not already have. With Apple One, customers will receive only one invoice each month, and they can easily change or cancel their Apple One plan at any time. With the Family and Premier plans, up to six family members can access all the included services with their own personal accounts and preferences.",0
"Apple introduces AirPods Max, the magic of AirPods in a stunning over-ear design - Apple",https://www.apple.com/newsroom/2020/12/apple-introduces-airpods-max-the-magic-of-airpods-in-a-stunning-over-ear-design/,"Tue, 08 Dec 2020 08:00:00 GMT",[],"Custom Acoustic DesignFrom the canopy to the ear cushions, every part of AirPods Max is carefully crafted to provide exceptional acoustic performance for each user. The breathable knit mesh canopy, spanning the headband, is made to distribute weight and reduce on-head pressure. The stainless steel headband frame provides strength, flexibility, and comfort for a wide variety of head shapes and sizes. Telescoping headband arms smoothly extend and stay in place to maintain the desired fit.Each ear cup attaches to the headband through a revolutionary mechanism that balances and distributes ear cup pressure, and allows it to independently pivot and rotate to fit the unique contours of a user’s head. Each ear cushion uses acoustically engineered memory foam to create an effective seal — a critical factor in delivering immersive sound. The Digital Crown, inspired by Apple Watch, offers precise volume control and the ability to play or pause audio, skip tracks, answer or end phone calls, and activate Siri.",0
"Apple News launches new audio features, expands local news offerings for readers - Apple",https://www.apple.com/newsroom/2020/07/apple-news-launches-new-audio-features-expands-local-news-offerings-for-readers/,"Wed, 15 Jul 2020 07:00:00 GMT",[],"Apple is introducing several new features for Apple News and Apple News+, including audio stories of some of the best feature stories from Apple News+, a daily audio news briefing hosted by Apple News editors, and curated local news collections beginning in five cities and regions and expanding to more areas in the future. Apple News is also adding more top local and regional news outlets for readers and subscribers, including The Charlotte Observer, the Miami Herald, and The News & Observer (Raleigh, North Carolina).“Apple News showcases so much great journalism, and we’re excited to help bring it to life in new ways with Apple News+ audio stories and a new daily news show, Apple News Today,” said Lauren Kern, editor-in-chief of Apple News. “We also greatly value our many local news partners — our new local news feature highlights their work for readers who live, and are interested, in those communities.”",1
Apple reimagines the iPhone experience with iOS 14 - Apple,https://www.apple.com/newsroom/2020/06/apple-reimagines-the-iphone-experience-with-ios-14/,"Mon, 22 Jun 2020 07:00:00 GMT",[],"Cupertino, California — Apple today previewed iOS 14 , introducing the biggest update ever to Home Screen pages with beautifully redesigned widgets and the App Library, a new way to tap into the App Store with App Clips, powerful updates to Messages, and more.The new widgets present timely information at a glance and can be pinned in different sizes on any Home Screen page. Users can create a Smart Stack of widgets, which uses on-device intelligence to surface the right widget based on time, location, and activity.Home Screen pages can display widgets that are customized for work, travel, sports, entertainment, and other areas of interest. At the end of the Home Screen pages is the App Library, a new space that automatically organizes all of a user’s apps into one simple, easy-to-navigate view, and intelligently surfaces apps that may be helpful in the moment. Users can choose how many Home Screen pages to display and easily hide pages for quicker access to the App Library.",0
Introducing the next generation of Mac - Apple,https://www.apple.com/newsroom/2020/11/introducing-the-next-generation-of-mac/,"Tue, 10 Nov 2020 08:00:00 GMT",[],"MacBook Air: A Thin and Light PowerhouseMacBook Air is Apple’s most popular Mac and the world’s best-selling 13-inch notebook. With the M1 chip, MacBook Air speeds through everything from editing family photos to exporting videos for the web. The powerful 8-core CPU performs up to 3.5x faster than the previous generation. With up to an 8-core GPU, graphics are up to 5x faster, the biggest leap ever for MacBook Air, so immersive, graphics-intensive games run at significantly higher frame rates. ML workloads are up to 9x faster, so apps that use ML-based features like face recognition or object detection can do so in a fraction of the time. The M1 chip’s storage controller and latest flash technology deliver up to 2x faster SSD performance, so previewing massive images or importing large files is faster than ever. And in MacBook Air, M1 is faster than the chips in 98 percent of PC laptops sold in the past year.1With the industry-leading power efficiency of M1, MacBook Air also delivers this performance in a fanless design, which means no matter what users are doing, it remains completely silent. And the new MacBook Air features extraordinary battery life, with up to 15 hours of wireless web browsing and up to 18 hours of video playback — the longest battery life ever on a MacBook Air.2",0
Apple reveals the best Night mode photos shot on iPhone - Apple,https://www.apple.com/newsroom/2020/03/apple-reveals-the-best-night-mode-photos-shot-on-iphone/,"Tue, 03 Mar 2020 08:00:00 GMT",[],"Andrei Manuilov (Moscow, Russia), iPhone 11 Pro MaxDarren Soh says: “An amazingly well-balanced composition that throws so many questions back at the viewer — ‘Where is this? Who lives here?’ — and perhaps the most important — ‘Why is laundry hanging out to dry at night?’ As an architectural photographer, I am drawn by the image’s one point perspective that leads the viewer into the frame, right smack into the hanging pieces of clothing.“Sarah Lee says: “I love this and feel it could only have been shot on Night mode. It is beautifully composed, uses symmetry very well, and without cliché to communicate a fascinating story about densely populated urban spaces and the way many people live. This work reminds me of Michael Wolf's ‘Architecture of Density’ in its theme, but compositionally the photographer has their own take, which is really interesting.”",0
Phil Schiller advances to Apple Fellow - Apple,https://www.apple.com/newsroom/2020/08/phil-schiller-advances-to-apple-fellow/,"Tue, 04 Aug 2020 07:00:00 GMT",[],"Cupertino, California — Apple today announced that Phil Schiller will become an Apple Fellow, continuing a storied career that began at Apple in 1987. In this role, which reports to Apple CEO Tim Cook, Schiller will continue to lead the App Store and Apple Events. Greg (Joz) Joswiak, a longtime leader within the Product Marketing organization, will join the executive team as senior vice president of Worldwide Marketing.“Phil has helped make Apple the company it is today and his contributions are broad, vast, and run deep. In this new role he will continue to provide the incredible thought partnership, and guidance that have defined his decades at Apple,” said Tim Cook, Apple’s CEO. “Joz’s many years of leadership in the Product Marketing organization make him perfectly suited to this new role and will ensure a seamless transition at a moment when the team is engaged in such important and exciting work. I’m thrilled that the whole executive team will benefit from his collaboration, ideas, and energy.”Schiller has helped guide Apple’s products as well as its marketing for 30 years. He most recently led the effort to plan and execute Apple’s first-ever virtual Worldwide Developers Conference. The event, notable both for its innovative software and hardware announcements as well as its creative and much-praised execution, set a new standard for what virtual events can achieve in the era of COVID-19.“It has been a dream come true for me to work at Apple, on so many products I love, with all of these great friends — Steve, Tim, and so many more,” said Schiller. “I first started at Apple when I was 27, this year I turned 60 and it is time for some planned changes in my life. I’ll keep working here as long as they will have me, I bleed six colors, but I also want to make some time in the years ahead for my family, friends, and a few personal projects I care deeply about.”",0
Apple Fitness+: The future of fitness launches December 14 - Apple,https://www.apple.com/newsroom/2020/12/apple-fitness-plus-the-future-of-fitness-launches-december-14/,"Tue, 08 Dec 2020 08:00:00 GMT",[],"Cupertino, California — Apple today announced Fitness+, the first fitness experience built around Apple Watch, is launching Monday, December 14. Apple Fitness+ brings studio-style workouts to iPhone, iPad, and Apple TV, intelligently incorporating workout metrics from Apple Watch for a first-of-its-kind personalized and immersive experience users can complete wherever and whenever is convenient for them. Apple Fitness+ will launch with 10 of the most popular workout types, including High Intensity Interval Training (HIIT), Strength, Yoga, Dance, Core, Cycling, Treadmill (for running and walking), Rowing, and Mindful Cooldown, led by a phenomenal team of trainers whose approach is welcoming to all. The workouts are fueled by inspiring music from today’s top artists designed to keep users motivated from start to finish.“Being more active is one of the most important things we can do for our health, but we know choosing to work out can often be a challenge whether you’re very active or just getting started,” said Jay Blahnik, Apple’s senior director of Fitness Technologies. “We’re excited for Apple Fitness+ to bring together the metrics from Apple Watch, great music, and a diverse and inspiring trainer team — in a uniquely simple, easy-to-access way across Apple devices — to encourage our users to get fit and stay healthy.”Integration with Apple WatchApple Fitness+ dynamically integrates personal metrics from Apple Watch to inspire users, animating them on the screen during key moments in the workout, providing an engaging and immersive experience to help users stay motivated. For example, when the trainer says to check heart rate, the heart rate metrics are spotlighted; during tough intervals, a countdown timer starts to help users get through to the last second; and when they close their Activity rings, a celebration happens right on the workout screen.For those who enjoy a little competition, HIIT, Treadmill, Cycling, and Rowing workouts have an optional Burn Bar that shows, in real time, how a user’s effort stacks up against anyone who has previously completed the same workout.",0
Apple’s Worldwide Developers Conference 2020 kicks off in June with an all-new online format - Apple,https://www.apple.com/newsroom/2020/03/apples-wwdc-2020-kicks-off-in-june-with-an-all-new-online-format/,"Fri, 13 Mar 2020 07:00:00 GMT",[],"Cupertino, California — Apple today announced it will host its annual Worldwide Developers Conference in June. Now in its 31st year, WWDC 2020 will take on an entirely new online format packed with content for consumers, press and developers alike. The online event will be an opportunity for millions of creative and innovative developers to get early access to the future of iOS, iPadOS, macOS, watchOS and tvOS, and engage with Apple engineers as they work to build app experiences that enrich the lives of Apple customers around the globe.“We are delivering WWDC 2020 this June in an innovative way to millions of developers around the world, bringing the entire developer community together with a new experience,” said Phil Schiller, Apple’s senior vice president of Worldwide Marketing. “The current health situation has required that we create a new WWDC 2020 format that delivers a full program with an online keynote and sessions, offering a great learning experience for our entire developer community, all around the world. We will be sharing all of the details in the weeks ahead.”“With all of the new products and technologies we’ve been working on, WWDC 2020 is going to be big,” said Craig Federighi, Apple’s senior vice president of Software Engineering. “I look forward to our developers getting their hands on the new code and interacting in entirely new ways with the Apple engineers building the technologies and frameworks that will shape the future across all Apple platforms.”The WWDC 2020 program will provide Apple’s entire global developer community — which now includes more than 23 million registered developers in more than 155 countries and regions — and the next generation of app developers with the insights and tools needed to turn their ideas into a reality. Additional program information will be shared between now and June by email, in the Apple Developer app and on the Apple Developer websiteApple also announced it will commit $1 million to local San Jose organizations to offset associated revenue loss as a result of WWDC 2020’s new online format.The App Store is the world’s safest and most vibrant app marketplace, with over half a billion people visiting each week. It remains the safest place for users to find software and provides developers of all sizes access to customers in 155 countries and regions. Developers have earned over $155 billion since the App Store launched in 2008. With an active installed base of more than 1.5 billion Apple devices, WWDC 2020 will allow developers to learn about the new technologies and frameworks they rely on as they create new app experiences in areas including augmented reality, machine learning, health and fitness, home automation and more.",0
